frame,emotion,confidence
822,neutral,0.6264587
828,neutral,0.65780604
834,neutral,0.6261371
840,neutral,0.5976978
846,neutral,0.6282346
852,neutral,0.6862825
858,neutral,0.7535617
864,neutral,0.7621929
870,neutral,0.7083472
876,neutral,0.7310068
882,neutral,0.6049061
888,neutral,0.6996466
894,neutral,0.6746259
900,neutral,0.6811342
906,neutral,0.66093355
912,neutral,0.58298475
918,neutral,0.6148509
924,neutral,0.6820819
930,neutral,0.70087606
936,neutral,0.726795
942,neutral,0.7519237
948,neutral,0.7208295
954,neutral,0.76249254
960,neutral,0.7111191
966,neutral,0.7346936
972,neutral,0.73255616
978,neutral,0.53121483
984,neutral,0.5966959
990,neutral,0.5685003
996,neutral,0.62289387
1002,neutral,0.6373337
1008,neutral,0.6294249
1014,neutral,0.5965542
1020,neutral,0.59532905
1026,neutral,0.66963696
1032,neutral,0.61838245
1038,neutral,0.5749207
1044,neutral,0.58760804
1050,neutral,0.5817754
1056,neutral,0.6292522
1062,neutral,0.62469375
1068,neutral,0.64693093
1074,neutral,0.65371186
1080,neutral,0.67636913
1086,neutral,0.6913793
1092,neutral,0.7083815
1098,neutral,0.6798485
1104,neutral,0.6539695
1110,neutral,0.6470566
1116,neutral,0.6283623
1122,neutral,0.6130167
1128,neutral,0.62665135
1134,neutral,0.66830325
1140,neutral,0.6788471
1146,neutral,0.67378867
1152,neutral,0.6817358
1158,neutral,0.7021475
1164,neutral,0.68528926
1170,neutral,0.62383235
1176,neutral,0.60165
1182,neutral,0.6010267
1188,neutral,0.6611178
1194,neutral,0.6783917
1200,neutral,0.6419298
1206,neutral,0.6553816
1212,neutral,0.69447875
1218,neutral,0.71727794
1224,neutral,0.7092008
1230,neutral,0.6357924
1236,neutral,0.6312778
1242,neutral,0.585292
1248,neutral,0.5415382
1254,neutral,0.55460495
1260,neutral,0.5582628
1266,neutral,0.5380838
1272,neutral,0.54826427
1278,neutral,0.61865073
1284,neutral,0.6632762
1290,neutral,0.6548391
1296,neutral,0.58163756
1302,neutral,0.49254328
1308,neutral,0.51046133
1314,neutral,0.552111
1320,neutral,0.5503756
1326,neutral,0.6202154
1332,neutral,0.6162119
1338,neutral,0.6086623
1344,neutral,0.55609554
1350,neutral,0.59081584
1356,neutral,0.6638427
1362,neutral,0.6208713
1368,neutral,0.53006995
1374,neutral,0.51427203
1380,neutral,0.48361692
1386,neutral,0.46814826
1392,neutral,0.5660854
1398,neutral,0.6387974
1404,neutral,0.6323719
1410,neutral,0.6433829
1416,neutral,0.6496507
1422,neutral,0.6564245
1428,neutral,0.6822804
1434,neutral,0.64932185
1440,neutral,0.71371156
1446,neutral,0.6931577
1452,neutral,0.61707586
1458,neutral,0.6240437
1464,neutral,0.5961459
1470,neutral,0.5235313
1476,neutral,0.48896533
1482,neutral,0.5234936
1488,neutral,0.56137115
1494,neutral,0.47477904
1500,neutral,0.4593313
1506,neutral,0.5517381
1512,neutral,0.55600655
1518,neutral,0.72121185
1524,neutral,0.8111911
1530,neutral,0.831325
1536,neutral,0.88893276
1542,neutral,0.8590016
1548,neutral,0.8022215
1554,neutral,0.8124536
1560,neutral,0.884463
1566,neutral,0.8666745
1572,neutral,0.8594827
1578,neutral,0.70655954
1584,neutral,0.6749976
1590,neutral,0.67569256
1596,neutral,0.70331454
1602,neutral,0.64295095
1608,neutral,0.7096498
1614,neutral,0.74260676
1620,neutral,0.7556393
1626,neutral,0.7611426
1632,neutral,0.7424919
1638,neutral,0.76339185
1644,neutral,0.79336196
1650,neutral,0.8069351
1656,neutral,0.78366256
1662,neutral,0.81865644
1668,neutral,0.81507087
1674,neutral,0.63916576
1680,happy,0.5162171
1686,neutral,0.5195615
1692,happy,0.5566836
1698,happy,0.93940943
1704,happy,0.99295557
1710,happy,0.97737145
1716,happy,0.9773865
1722,happy,0.9948873
1728,happy,0.994155
1734,happy,0.98292774
1740,happy,0.99652785
1746,happy,0.98694617
1752,happy,0.9608475
1758,happy,0.9256297
1764,happy,0.8842475
1770,happy,0.5030461
1776,neutral,0.5772845
1782,neutral,0.61614573
1788,neutral,0.6958394
1794,neutral,0.6890649
1800,neutral,0.5901948
1806,neutral,0.6811464
1812,neutral,0.6949643
1818,neutral,0.7208726
1824,neutral,0.57393456
1830,neutral,0.6195363
1836,neutral,0.55069125
1842,neutral,0.60737324
1848,neutral,0.7416659
1854,neutral,0.66080636
1860,neutral,0.70516723
1866,neutral,0.7855232
1872,neutral,0.6813611
1878,neutral,0.6972978
1884,neutral,0.7052548
1890,neutral,0.65859735
1896,neutral,0.7000487
1902,neutral,0.7167895
1908,neutral,0.7560634
1914,neutral,0.7504911
1920,neutral,0.7828271
1926,neutral,0.79069805
1932,neutral,0.74845946
1938,neutral,0.7426971
1944,neutral,0.76041806
1950,neutral,0.6750436
1956,neutral,0.7671052
1962,neutral,0.5835852
1968,neutral,0.85830194
1974,neutral,0.83656883
1980,neutral,0.87607545
1986,neutral,0.87165046
1992,neutral,0.8938541
1998,neutral,0.91006094
2004,neutral,0.9030037
2010,neutral,0.93413293
2016,neutral,0.949193
2022,neutral,0.9141448
2028,neutral,0.82990545
2034,neutral,0.8615198
2040,neutral,0.9096028
2046,neutral,0.69309664
2052,neutral,0.66568923
2058,neutral,0.7453024
2064,neutral,0.74556494
2070,neutral,0.6881179
2076,neutral,0.7480754
2082,neutral,0.7122166
2088,neutral,0.66631454
2094,neutral,0.6928211
2100,neutral,0.7544133
2106,neutral,0.77603245
2112,neutral,0.73121303
2118,neutral,0.6447598
2124,neutral,0.7329754
2130,neutral,0.7617025
2136,neutral,0.79400253
2142,neutral,0.83715385
2148,neutral,0.831317
2154,neutral,0.84363806
2160,neutral,0.8260196
2166,neutral,0.8637351
2172,neutral,0.8286261
2178,neutral,0.8521916
2184,neutral,0.79542035
2190,neutral,0.66855794
2196,neutral,0.64213806
2202,neutral,0.64912146
2208,neutral,0.6249962
2214,neutral,0.6839863
2220,neutral,0.6874987
2226,neutral,0.73639077
2232,neutral,0.86332136
2238,neutral,0.6603636
2244,neutral,0.59093946
2250,neutral,0.5647546
2256,neutral,0.5824794
2262,neutral,0.65016943
2268,neutral,0.60995954
2274,neutral,0.49915934
2280,neutral,0.58293587
2286,neutral,0.56949955
2292,neutral,0.5528653
2298,neutral,0.6533748
2304,neutral,0.6469572
2310,neutral,0.65515226
2316,neutral,0.69225
2322,neutral,0.77089566
2328,neutral,0.7550324
2334,neutral,0.8004717
2340,neutral,0.85693127
2346,neutral,0.7698249
2352,neutral,0.8471798
2358,neutral,0.85590434
2364,neutral,0.8970039
2370,neutral,0.8937049
2376,neutral,0.85262567
2382,neutral,0.84771705
2388,neutral,0.83658856
2394,neutral,0.84427047
2400,neutral,0.86281437
2406,neutral,0.85395694
2412,neutral,0.8659325
2418,neutral,0.9138125
2424,neutral,0.9212393
2430,neutral,0.92481005
2436,neutral,0.91306794
2442,neutral,0.9101253
2448,neutral,0.9206072
2454,neutral,0.9224451
2460,neutral,0.93020695
2466,neutral,0.9298952
2472,neutral,0.9328833
2478,neutral,0.9025599
2484,neutral,0.92774385
2490,neutral,0.9120285
2496,neutral,0.89094955
2502,neutral,0.8822466
2508,neutral,0.8663159
2514,neutral,0.92250043
2520,neutral,0.92115486
2526,neutral,0.91365874
2532,neutral,0.8976383
2538,neutral,0.8953877
2544,neutral,0.9032096
2550,neutral,0.87621707
2556,neutral,0.8740211
2562,neutral,0.8804838
2568,neutral,0.9189523
2574,neutral,0.9171079
2580,neutral,0.9214677
2586,neutral,0.90799075
2592,neutral,0.9219102
2598,neutral,0.9337451
2604,neutral,0.91885394
2610,neutral,0.88963306
2616,neutral,0.91411203
2622,neutral,0.9008739
2628,neutral,0.9273626
2634,neutral,0.8862615
2640,neutral,0.8945729
2646,neutral,0.9159127
2652,neutral,0.89788383
2658,neutral,0.9159096
2664,neutral,0.8846806
2670,neutral,0.8931425
2676,neutral,0.74410766
2682,neutral,0.8509239
2688,neutral,0.880339
2694,neutral,0.9034464
2700,neutral,0.86470324
2706,neutral,0.8749314
2712,neutral,0.8850749
2718,neutral,0.87103105
2724,neutral,0.8658769
2730,neutral,0.8731643
2736,neutral,0.8662092
2742,neutral,0.8652768
2748,neutral,0.8187316
2754,neutral,0.80038446
2760,neutral,0.7634771
2766,neutral,0.7174559
2772,neutral,0.7891003
2778,neutral,0.7388396
2784,neutral,0.69818807
2790,neutral,0.7129771
2796,neutral,0.72153014
2802,neutral,0.7315684
2808,neutral,0.72825325
2814,neutral,0.74862915
2820,neutral,0.6981115
2826,neutral,0.7021729
2832,neutral,0.6811268
2838,neutral,0.6729503
2844,neutral,0.6895338
2850,neutral,0.68608284
2856,neutral,0.69139373
2862,neutral,0.7421289
2868,neutral,0.699014
2874,neutral,0.69593495
2880,neutral,0.6533083
2886,neutral,0.5988013
2892,neutral,0.62141305
2898,neutral,0.6399424
2904,neutral,0.62737006
2910,neutral,0.66330826
2916,neutral,0.69770944
2922,neutral,0.6476354
2928,neutral,0.60156125
2934,neutral,0.68717766
2940,neutral,0.7136596
2946,neutral,0.69426554
2952,neutral,0.65854305
2958,neutral,0.6796122
2964,neutral,0.6136814
2970,neutral,0.5894367
2976,neutral,0.63600016
2982,neutral,0.7338517
2988,neutral,0.788541
2994,neutral,0.7756027
3000,neutral,0.7647314
3006,neutral,0.75487316
3012,neutral,0.73363143
3018,neutral,0.7356174
3024,neutral,0.7517487
3030,neutral,0.7406705
3036,neutral,0.77212125
3042,neutral,0.6197208
3048,neutral,0.6815887
3054,neutral,0.7076015
3060,neutral,0.6484685
3066,neutral,0.6598211
3072,neutral,0.6726008
3078,neutral,0.6436477
3084,neutral,0.69450235
3090,neutral,0.706786
3096,neutral,0.7334442
3102,neutral,0.70962554
3108,neutral,0.6559438
3114,neutral,0.6871508
3120,neutral,0.6263335
3126,neutral,0.656532
3132,neutral,0.65926254
3138,neutral,0.6548184
3144,neutral,0.6992776
3150,neutral,0.67043257
3156,neutral,0.6223619
3162,neutral,0.68564117
3168,neutral,0.6980555
3174,neutral,0.67483914
3180,neutral,0.66759735
3186,neutral,0.66849935
3192,neutral,0.7157541
3198,neutral,0.67555237
3204,neutral,0.7228556
3210,neutral,0.7128123
3216,neutral,0.7129885
3222,neutral,0.6428328
3228,neutral,0.60424596
3234,neutral,0.75648
3240,neutral,0.54623336
3246,neutral,0.4064442
3252,neutral,0.41915345
3258,neutral,0.41634414
3264,neutral,0.43249908
3270,neutral,0.5908958
3276,neutral,0.6409843
3282,neutral,0.48931712
3288,neutral,0.52088165
3294,neutral,0.6147043
3300,neutral,0.7598989
3306,neutral,0.7864565
3312,neutral,0.80283356
3318,neutral,0.77164
3324,neutral,0.7578919
3330,neutral,0.86884445
3336,neutral,0.8689782
3342,neutral,0.8974015
3348,neutral,0.9208141
3354,neutral,0.93039966
3360,neutral,0.93886024
3366,neutral,0.937516
3372,neutral,0.87241083
3378,neutral,0.8949037
3384,neutral,0.89267176
3390,neutral,0.76595825
3396,neutral,0.72408754
3402,neutral,0.81817997
3408,neutral,0.80396724
3414,neutral,0.84361905
3420,neutral,0.8290341
3426,neutral,0.86202747
3432,neutral,0.75655746
3438,neutral,0.855964
3444,neutral,0.8517069
3450,neutral,0.8713413
3456,neutral,0.8790438
3462,neutral,0.74213403
3468,neutral,0.7222147
3474,neutral,0.73476845
3480,neutral,0.8353281
3486,neutral,0.8683025
3492,neutral,0.90984124
3498,neutral,0.9027066
3504,neutral,0.88229984
3510,neutral,0.90883166
3516,neutral,0.89394784
3522,neutral,0.8345729
3528,neutral,0.85810053
3534,neutral,0.8199761
3540,neutral,0.9150151
3546,neutral,0.9398886
3552,neutral,0.92130387
3558,neutral,0.9010144
3564,neutral,0.8613194
3570,neutral,0.8642961
3576,neutral,0.8451297
3582,neutral,0.8410906
3588,neutral,0.7510505
3594,neutral,0.90266687
3600,neutral,0.9381036
3606,neutral,0.7260677
3612,neutral,0.7534551
3618,neutral,0.74551487
3624,neutral,0.7821106
3630,neutral,0.763509
3636,neutral,0.7594449
3642,neutral,0.8323483
3648,neutral,0.8326712
3654,neutral,0.83210224
3660,neutral,0.8103897
3666,neutral,0.8349797
3672,neutral,0.8536548
3678,neutral,0.79749215
3684,neutral,0.8327906
3690,neutral,0.8081912
3696,neutral,0.951064
3702,neutral,0.9422127
3708,neutral,0.92540145
3714,neutral,0.78377634
3720,neutral,0.75020206
3726,neutral,0.7519576
3732,neutral,0.7739273
3738,neutral,0.75198424
3744,neutral,0.7427326
3750,neutral,0.788157
3756,neutral,0.7934208
3762,neutral,0.81883377
3768,neutral,0.8552918
3774,neutral,0.8727086
3780,neutral,0.91785336
3786,neutral,0.8898451
3792,neutral,0.8495215
3798,neutral,0.6852272
3804,neutral,0.79746157
3810,neutral,0.7756895
3816,neutral,0.8019719
3822,neutral,0.80425316
3828,neutral,0.79841906
3834,neutral,0.70588195
3840,neutral,0.70028913
3846,neutral,0.73714066
3852,neutral,0.78069085
3858,neutral,0.7836406
3864,neutral,0.76273215
3870,neutral,0.83031034
3876,neutral,0.8388263
3882,neutral,0.84513634
3888,neutral,0.8285699
3894,neutral,0.80786973
3900,neutral,0.7993817
3906,neutral,0.8110923
3912,neutral,0.7827963
3918,neutral,0.7922857
3924,neutral,0.7677756
3930,neutral,0.7709338
3936,neutral,0.7713709
3942,neutral,0.80069846
3948,neutral,0.8377744
3954,neutral,0.82762855
3960,neutral,0.7658917
3966,neutral,0.788884
3972,neutral,0.7437469
3978,neutral,0.72693926
3984,neutral,0.8652836
3990,neutral,0.90632766
3996,happy,0.56227845
4002,happy,0.69293135
4008,happy,0.70750624
4014,happy,0.7985325
4020,happy,0.88393366
4026,happy,0.8579042
4032,happy,0.7282138
4038,happy,0.6950742
4044,happy,0.7766345
4050,happy,0.81901026
4056,happy,0.7441522
4062,happy,0.95458776
4068,happy,0.9944687
4074,happy,0.9950717
4080,happy,0.9895258
4086,happy,0.5260806
4092,happy,0.88648164
4098,happy,0.9732389
4104,happy,0.9742768
4110,happy,0.95130926
4116,happy,0.9840686
4122,happy,0.8945613
4128,happy,0.78802633
4134,happy,0.6951419
4140,happy,0.7759637
4146,happy,0.3584791
4152,happy,0.59172547
4158,happy,0.94327885
4164,happy,0.81442267
4170,happy,0.7257011
4176,happy,0.48319966
4182,neutral,0.6425434
4188,neutral,0.5561437
4194,neutral,0.64981353
4200,neutral,0.7239752
4206,neutral,0.46037772
4212,happy,0.33511758
4218,happy,0.4729639
4224,neutral,0.54194856
4230,happy,0.5351277
4236,neutral,0.57689357
4242,neutral,0.5550579
4248,neutral,0.54259026
4254,neutral,0.5632951
4260,neutral,0.6425233
4266,neutral,0.7797149
4272,neutral,0.8000913
4278,neutral,0.84302664
4284,neutral,0.7299162
4290,neutral,0.7652369
4296,neutral,0.5857126
4302,neutral,0.50703263
4308,neutral,0.63798106
4314,neutral,0.7033705
4320,neutral,0.72985816
4326,neutral,0.7375993
4332,neutral,0.69682246
4338,neutral,0.7252122
4344,neutral,0.76846635
4350,neutral,0.74579537
4356,neutral,0.7303493
4362,neutral,0.7064315
4368,neutral,0.72083104
4374,neutral,0.676062
4380,neutral,0.69797635
4386,neutral,0.66935986
4392,neutral,0.6409641
4398,neutral,0.70501906
4404,neutral,0.63434213
4410,neutral,0.68216556
4416,neutral,0.66122305
4422,neutral,0.69434714
4428,neutral,0.71030897
4434,neutral,0.6232899
4440,neutral,0.70631
4446,neutral,0.74736786
4452,neutral,0.7746227
4458,neutral,0.8232554
4464,neutral,0.82829684
4470,neutral,0.6924188
4476,neutral,0.6472365
4482,neutral,0.6689894
4488,neutral,0.69565463
4494,neutral,0.539964
4500,neutral,0.6605328
4506,neutral,0.7362092
4512,neutral,0.7525127
4518,neutral,0.7407763
4524,neutral,0.7591221
4530,neutral,0.801911
4536,neutral,0.70834565
4542,neutral,0.70280135
4548,neutral,0.67552865
4554,neutral,0.6924811
4560,neutral,0.72974294
4566,neutral,0.70047003
4572,neutral,0.66133463
4578,neutral,0.7471397
4584,neutral,0.7981122
4590,neutral,0.7503188
4596,neutral,0.6796788
4602,neutral,0.7879585
4608,neutral,0.77752423
4614,neutral,0.7610573
4620,neutral,0.47600874
4626,neutral,0.53744906
4632,neutral,0.7241196
4638,neutral,0.69972533
4644,neutral,0.5182686
4650,neutral,0.62514734
4656,neutral,0.70314115
4662,neutral,0.6936929
4668,neutral,0.78284335
4674,neutral,0.8039711
4680,neutral,0.8761483
4686,neutral,0.6794645
4692,neutral,0.72571385
4698,neutral,0.7862425
4704,neutral,0.8368447
4710,neutral,0.7986703
4716,neutral,0.84105545
4722,neutral,0.7618583
4728,neutral,0.7965083
4734,neutral,0.7203783
4740,neutral,0.72374254
4746,neutral,0.71673626
4752,neutral,0.7022851
4758,neutral,0.66427946
4764,neutral,0.48575252
4770,neutral,0.68906796
4776,neutral,0.8564532
4782,neutral,0.6119204
4788,neutral,0.56820184
4794,neutral,0.5505023
4800,neutral,0.705657
4806,neutral,0.5869319
4812,neutral,0.6222052
4818,neutral,0.6746686
4824,neutral,0.64145774
4830,neutral,0.6812284
4836,neutral,0.493426
4842,neutral,0.57958287
4848,neutral,0.5224968
4854,neutral,0.55556893
4860,neutral,0.48893747
4866,neutral,0.53042376
4872,neutral,0.6213821
4878,neutral,0.7045317
4884,neutral,0.72355807
4890,neutral,0.7182068
4896,neutral,0.5356971
4902,neutral,0.52313536
4908,neutral,0.61237794
4914,neutral,0.5161039
4920,neutral,0.49759874
4926,neutral,0.5358615
4932,neutral,0.54959077
4938,neutral,0.50180346
4944,neutral,0.53929883
4950,neutral,0.63300127
4956,neutral,0.5182173
4962,neutral,0.5490159
4968,neutral,0.5963549
4974,neutral,0.538916
4980,neutral,0.6035641
4986,neutral,0.59791654
4992,neutral,0.5489106
4998,neutral,0.59483445
5004,neutral,0.66712964
5010,neutral,0.68389416
5016,neutral,0.65798634
5022,neutral,0.69668216
5028,neutral,0.6178543
5034,neutral,0.6418863
5040,neutral,0.5930949
5046,neutral,0.55367965
5052,neutral,0.5338313
5058,neutral,0.43692073
5064,neutral,0.47163948
5070,happy,0.6154725
5076,neutral,0.46282855
5082,neutral,0.5530597
5088,neutral,0.61383206
5094,neutral,0.6819646
5100,neutral,0.71873164
5106,neutral,0.84063035
5112,neutral,0.89049757
5118,neutral,0.9690936
5124,neutral,0.96354264
5130,neutral,0.9612631
5136,neutral,0.9301758
5142,neutral,0.8020895
5148,neutral,0.8476454
5154,neutral,0.8000889
5160,neutral,0.9179926
5166,neutral,0.93074095
5172,neutral,0.94164926
5178,neutral,0.9162371
5184,neutral,0.9496992
5190,neutral,0.9129609
5196,neutral,0.93091434
5202,neutral,0.91505784
5208,neutral,0.9209342
5214,neutral,0.89828765
5220,neutral,0.9202248
5226,neutral,0.8867098
5232,neutral,0.93546486
5238,neutral,0.87157476
5244,neutral,0.85227096
5250,neutral,0.9044197
5256,neutral,0.8651919
5262,neutral,0.90363556
5268,neutral,0.88034743
5274,neutral,0.905461
5280,neutral,0.8922636
5286,neutral,0.8768325
5292,neutral,0.84016836
5298,neutral,0.83660704
5304,neutral,0.8573264
5310,neutral,0.85912323
5316,neutral,0.85635424
5322,neutral,0.81266236
5328,neutral,0.8388089
5334,neutral,0.84122765
5340,neutral,0.66381586
5346,neutral,0.82922125
5352,neutral,0.8112246
5358,neutral,0.84411746
5364,neutral,0.84570587
5370,neutral,0.9052916
5376,neutral,0.87464863
5382,neutral,0.9149137
5388,neutral,0.8383694
5394,neutral,0.9298647
5400,neutral,0.9470874
5406,neutral,0.9159924
5412,neutral,0.9172174
5418,neutral,0.7481054
5424,neutral,0.7786938
5430,neutral,0.73808336
5436,neutral,0.8291426
5442,neutral,0.8387924
5448,neutral,0.91016275
5454,neutral,0.8638565
5460,neutral,0.6830073
5466,neutral,0.7525718
5472,neutral,0.7548458
5478,neutral,0.63751805
5484,neutral,0.7033969
5490,neutral,0.6671532
5496,neutral,0.65012187
5502,neutral,0.6879169
5508,neutral,0.61307526
5514,neutral,0.55802053
5520,neutral,0.64443356
5526,neutral,0.6572831
5532,neutral,0.5716885
5538,neutral,0.70556456
5544,neutral,0.5602421
5550,neutral,0.53640425
5556,neutral,0.6404704
5562,neutral,0.71037686
5568,neutral,0.67547137
5574,neutral,0.70565444
5580,neutral,0.6913037
5586,neutral,0.69846016
5592,neutral,0.63189924
5598,neutral,0.68945354
5604,neutral,0.6728936
5610,neutral,0.6851385
5616,neutral,0.6856574
5622,neutral,0.66718847
5628,neutral,0.6742068
5634,neutral,0.6975705
5640,neutral,0.725006
5646,neutral,0.7126032
5652,neutral,0.7179996
5658,neutral,0.7107456
5664,neutral,0.71074396
5670,neutral,0.7507659
5676,neutral,0.6754245
5682,neutral,0.7265219
5688,neutral,0.71760136
5694,neutral,0.80759895
5700,neutral,0.6733712
5706,neutral,0.78351504
5712,neutral,0.7703754
5718,neutral,0.79913735
5724,neutral,0.7940775
5730,neutral,0.8097299
5736,neutral,0.8751855
5742,neutral,0.8487805
5748,neutral,0.83382326
5754,neutral,0.83951896
5760,neutral,0.8271192
5766,neutral,0.84857935
5772,neutral,0.8384404
5778,neutral,0.7245649
5784,neutral,0.6689707
5790,neutral,0.55373406
5796,neutral,0.6881943
5802,neutral,0.53487617
5808,neutral,0.60378504
5814,neutral,0.686127
5820,neutral,0.56535834
5826,neutral,0.46615985
5832,neutral,0.4831834
5838,neutral,0.6458847
