,frame,emotion,confidence
276,1668,Neutral,0.6988909
277,1674,Neutral,0.6326973
278,1680,Neutral,0.6620869
279,1686,Neutral,0.907863
280,1692,Neutral,0.93888867
281,1698,Neutral,0.92486984
282,1704,Neutral,0.8622318
283,1710,Neutral,0.9060005
284,1716,Neutral,0.8278498
285,1722,Neutral,0.90185016
286,1728,Neutral,0.8781782
287,1734,Neutral,0.90573376
288,1740,Neutral,0.89784193
289,1746,Neutral,0.9201985
290,1752,Neutral,0.9096738
291,1758,Neutral,0.9109315
292,1764,Neutral,0.866099
293,1770,Neutral,0.82776487
294,1776,Neutral,0.8231545
295,1782,Neutral,0.8533428
296,1788,Neutral,0.87012047
297,1794,Neutral,0.85695684
298,1800,Neutral,0.85324347
299,1806,Neutral,0.89092094
300,1812,Neutral,0.7823896
301,1818,Neutral,0.7296142
302,1824,Neutral,0.74156886
303,1830,Neutral,0.87618726
304,1836,Neutral,0.8998368
305,1842,Neutral,0.89877784
306,1848,Neutral,0.874834
307,1854,Neutral,0.7811537
308,1860,Neutral,0.84674287
309,1866,Neutral,0.8406693
310,1872,Neutral,0.8397417
311,1878,Neutral,0.79413736
312,1884,Neutral,0.7793452
313,1890,Neutral,0.7803046
314,1896,Neutral,0.8320796
315,1902,Neutral,0.8061401
316,1908,Neutral,0.66412777
317,1914,Neutral,0.8757287
318,1920,Neutral,0.7640043
319,1926,Neutral,0.7308568
320,1932,Neutral,0.736088
321,1938,Neutral,0.78569293
322,1944,Neutral,0.8082834
323,1950,Neutral,0.81080514
324,1956,Neutral,0.853422
325,1962,Neutral,0.802977
326,1968,Neutral,0.86303264
327,1974,Neutral,0.77964216
328,1980,Neutral,0.6701008
329,1986,Neutral,0.77362895
330,1992,Neutral,0.79016757
331,1998,Neutral,0.781931
332,2004,Neutral,0.74788445
333,2010,Neutral,0.7178822
334,2016,Neutral,0.9215376
335,2022,Neutral,0.89589155
336,2028,Neutral,0.9212808
337,2034,Neutral,0.88801146
338,2040,Neutral,0.8786867
339,2046,Neutral,0.90819526
340,2052,Neutral,0.90537655
341,2058,Neutral,0.7322089
342,2064,Neutral,0.7259576
343,2070,Neutral,0.754127
344,2076,Neutral,0.7721618
345,2082,Neutral,0.79204094
346,2088,Neutral,0.7636194
347,2094,Neutral,0.75136846
348,2100,Neutral,0.8177496
349,2106,Neutral,0.6710924
350,2112,Neutral,0.7527993
351,2118,Neutral,0.7264459
352,2124,Neutral,0.7718272
353,2130,Neutral,0.7958228
354,2136,Neutral,0.6267127
355,2142,Neutral,0.7158067
356,2148,Neutral,0.7239866
357,2154,Neutral,0.79528177
358,2160,Neutral,0.8748404
359,2166,Neutral,0.9112977
360,2172,Neutral,0.78437036
361,2178,Neutral,0.81937975
362,2184,Neutral,0.76231176
363,2190,Neutral,0.5394133
364,2196,Neutral,0.53248256
365,2202,Neutral,0.63427913
366,2208,Neutral,0.80398107
367,2214,Neutral,0.7742961
368,2220,Neutral,0.9068801
369,2226,Neutral,0.9330713
370,2232,Neutral,0.8319516
371,2238,Neutral,0.89058083
372,2244,Neutral,0.8072602
373,2250,Neutral,0.7587728
374,2256,Neutral,0.73184884
375,2262,Neutral,0.64248765
376,2268,Neutral,0.68000245
377,2274,Neutral,0.6621069
378,2280,Neutral,0.58351314
379,2286,Neutral,0.8066637
380,2292,Neutral,0.8320764
381,2298,Neutral,0.62126523
382,2304,Neutral,0.3306327
383,2310,Sad,0.38005918
384,2316,Sad,0.4028352
385,2322,Sad,0.4289136
386,2328,Sad,0.4024563
387,2334,Neutral,0.46690935
388,2340,Neutral,0.57072157
389,2346,Neutral,0.6098639
390,2352,Neutral,0.5911463
391,2358,Neutral,0.68076825
392,2364,Neutral,0.5572464
393,2370,Neutral,0.7061667
394,2376,Neutral,0.71598923
395,2382,Neutral,0.53040785
396,2388,Sad,0.39486057
397,2394,Sad,0.46498698
398,2400,Neutral,0.4907088
399,2406,Neutral,0.48360118
400,2412,Neutral,0.4021652
401,2418,Sad,0.4011951
402,2424,Neutral,0.4727204
403,2430,Neutral,0.43296537
404,2436,Neutral,0.5916472
405,2442,Neutral,0.6430573
406,2448,Neutral,0.7322613
407,2454,Neutral,0.6826502
408,2460,Neutral,0.71675146
409,2466,Neutral,0.7377489
410,2472,Neutral,0.82252175
411,2478,Neutral,0.7676959
412,2484,Neutral,0.699963
413,2490,Neutral,0.5960291
414,2496,Neutral,0.7107707
415,2502,Neutral,0.89348364
416,2508,Neutral,0.758569
417,2514,Neutral,0.58860636
418,2520,Neutral,0.39638954
419,2526,Happy,0.29168543
420,2532,Neutral,0.41035074
421,2538,Neutral,0.6140144
422,2544,Neutral,0.8165275
423,2550,Neutral,0.70183694
424,2556,Neutral,0.8023058
425,2562,Neutral,0.8466572
426,2568,Neutral,0.90479726
427,2574,Neutral,0.88938177
428,2580,Neutral,0.7991302
429,2586,Neutral,0.9334288
430,2592,Neutral,0.92265564
431,2598,Neutral,0.88037115
432,2604,Neutral,0.88864535
433,2610,Neutral,0.8617993
434,2616,Neutral,0.7788354
435,2622,Neutral,0.7184194
436,2628,Neutral,0.42750973
437,2634,Neutral,0.49541497
438,2640,Neutral,0.68306786
439,2646,Neutral,0.7080221
440,2652,Neutral,0.76716524
441,2658,Neutral,0.8661696
442,2664,Neutral,0.87149906
443,2670,Neutral,0.4813577
444,2676,Happy,0.83006775
445,2682,Happy,0.98085207
446,2694,Happy,0.9979918
447,2700,Happy,0.996539
448,2706,Happy,0.9991178
449,2712,Happy,0.99525625
450,2718,Happy,0.99543744
451,2724,Happy,0.99580485
452,2730,Happy,0.99549615
453,2736,Happy,0.9940024
454,2742,Happy,0.9897802
455,2748,Happy,0.9889587
456,2754,Happy,0.9829863
457,2760,Happy,0.98318577
458,2766,Happy,0.97088563
459,2772,Happy,0.6149328
460,2778,Neutral,0.69666135
461,2784,Neutral,0.7089321
462,2790,Neutral,0.5556317
463,2796,Neutral,0.56889814
464,2802,Neutral,0.7541951
465,2808,Neutral,0.5561881
466,2814,Happy,0.6812609
467,2820,Happy,0.7948335
468,2826,Happy,0.88661015
469,2832,Happy,0.88784826
470,2838,Happy,0.90484077
471,2844,Happy,0.9307886
472,2850,Happy,0.8962874
473,2856,Happy,0.9164905
474,2862,Happy,0.95641303
475,2868,Happy,0.93837607
476,2874,Happy,0.9655329
477,2880,Happy,0.9529697
478,2886,Happy,0.9119296
479,2892,Happy,0.90514666
480,2898,Happy,0.8683846
481,2904,Happy,0.8552599
482,2910,Happy,0.9349503
483,2916,Happy,0.93374646
484,2922,Happy,0.84572744
485,2928,Happy,0.67655426
486,2934,Happy,0.7957161
487,2940,Happy,0.9115261
488,2946,Happy,0.9713757
489,2952,Happy,0.99265444
490,2958,Happy,0.99340045
491,2964,Happy,0.9799483
492,2970,Happy,0.98175645
493,2976,Happy,0.9862939
494,2982,Happy,0.99487174
495,2988,Happy,0.76078886
496,2994,Happy,0.97209
497,3000,Happy,0.9985771
498,3006,Happy,0.998281
499,3012,Happy,0.9991991
500,3018,Happy,0.999038
501,3024,Happy,0.99815506
502,3030,Happy,0.99807847
503,3036,Happy,0.99849474
504,3042,Happy,0.9974712
505,3048,Happy,0.9988133
506,3054,Happy,0.99601436
507,3060,Happy,0.77895135
508,3066,Neutral,0.73866177
509,3072,Neutral,0.5886174
510,3078,Neutral,0.6890966
511,3084,Neutral,0.6939869
512,3090,Neutral,0.7856673
513,3096,Neutral,0.60616815
514,3102,Neutral,0.48999652
515,3108,Neutral,0.7587305
516,3114,Neutral,0.80694777
517,3126,Neutral,0.62041414
518,3132,Neutral,0.49983346
519,3138,Neutral,0.8930408
520,3144,Neutral,0.8648885
521,3150,Neutral,0.86611724
522,3156,Neutral,0.7837804
523,3162,Neutral,0.7124697
524,3168,Neutral,0.7366024
525,3174,Neutral,0.75808346
526,3180,Neutral,0.6159784
527,3186,Neutral,0.8399133
528,3192,Neutral,0.742237
529,3198,Neutral,0.746852
530,3204,Neutral,0.9011348
531,3210,Neutral,0.8984049
532,3216,Neutral,0.8761373
533,3222,Neutral,0.90903157
534,3228,Neutral,0.8765489
535,3234,Neutral,0.90827125
536,3240,Neutral,0.8448252
537,3246,Neutral,0.8436947
538,3252,Neutral,0.9053886
539,3258,Neutral,0.8621354
540,3264,Neutral,0.9143458
541,3270,Neutral,0.9232128
542,3276,Neutral,0.8988184
543,3282,Neutral,0.85826784
544,3288,Neutral,0.8871223
545,3294,Neutral,0.82996374
546,3300,Neutral,0.7934136
547,3306,Neutral,0.806614
548,3312,Neutral,0.9026191
549,3318,Neutral,0.9526012
550,3324,Neutral,0.8454304
551,3330,Neutral,0.6826583
552,3336,Neutral,0.65821344
553,3342,Neutral,0.65263337
554,3348,Neutral,0.53527
555,3354,Neutral,0.73818976
556,3360,Neutral,0.8255767
557,3366,Neutral,0.88002616
558,3372,Neutral,0.9069448
559,3378,Neutral,0.8531457
560,3384,Neutral,0.89288545
561,3390,Neutral,0.88731194
562,3396,Neutral,0.5669367
563,3402,Neutral,0.7114877
564,3408,Neutral,0.7155232
565,3414,Neutral,0.73695076
566,3420,Neutral,0.7728726
567,3426,Neutral,0.8668207
568,3432,Neutral,0.86394894
569,3438,Neutral,0.8771194
570,3444,Neutral,0.77619946
571,3450,Happy,0.62937194
572,3456,Happy,0.9209188
573,3462,Happy,0.942423
574,3468,Happy,0.9433987
575,3474,Happy,0.9188641
576,3480,Happy,0.92758065
577,3486,Happy,0.93700266
578,3492,Happy,0.92823017
579,3498,Happy,0.9095678
580,3504,Happy,0.77372366
581,3510,Happy,0.98047924
582,3516,Happy,0.9938685
583,3522,Happy,0.99540025
584,3528,Happy,0.97763854
585,3534,Happy,0.91667664
586,3540,Neutral,0.70259494
587,3546,Neutral,0.5252613
588,3552,Neutral,0.45577693
589,3558,Neutral,0.39549547
590,3564,Neutral,0.4839788
591,3570,Neutral,0.5489559
592,3576,Neutral,0.7044286
593,3582,Neutral,0.7800919
594,3588,Neutral,0.7391297
595,3594,Neutral,0.7036927
596,3600,Neutral,0.6891253
597,3606,Neutral,0.6543419
598,3612,Neutral,0.67783743
599,3618,Neutral,0.48149192
600,3624,Neutral,0.5085012
601,3630,Neutral,0.6741363
602,3636,Neutral,0.7700188
603,3642,Neutral,0.7434782
604,3648,Neutral,0.7731942
605,3654,Neutral,0.68527746
606,3660,Neutral,0.70934
607,3666,Neutral,0.65046126
608,3672,Neutral,0.7350147
609,3678,Neutral,0.8217902
610,3684,Neutral,0.91321576
611,3690,Neutral,0.7626152
612,3696,Neutral,0.66432905
613,3702,Neutral,0.7251149
614,3708,Neutral,0.76218224
615,3714,Neutral,0.7120417
616,3720,Neutral,0.71439964
617,3726,Neutral,0.73465514
618,3732,Neutral,0.72070247
619,3738,Neutral,0.7002949
620,3744,Neutral,0.6584092
621,3750,Neutral,0.6577868
622,3756,Neutral,0.70932215
623,3762,Neutral,0.85166967
624,3768,Neutral,0.7922083
625,3774,Neutral,0.5945438
626,3780,Neutral,0.69430196
627,3786,Neutral,0.69235355
628,3792,Neutral,0.7652264
629,3798,Neutral,0.7100821
630,3804,Neutral,0.69832903
631,3810,Neutral,0.721213
632,3816,Neutral,0.5748232
633,3822,Neutral,0.6989077
634,3828,Neutral,0.62466663
635,3834,Neutral,0.74382913
636,3840,Neutral,0.78370315
637,3846,Neutral,0.78894913
638,3852,Neutral,0.69426924
639,3858,Neutral,0.68462574
640,3864,Neutral,0.6306446
641,3870,Neutral,0.638433
642,3876,Neutral,0.69861037
643,3882,Neutral,0.7694089
644,3888,Neutral,0.7631052
645,3894,Neutral,0.8629627
646,3900,Neutral,0.80458254
647,3906,Neutral,0.7522413
648,3912,Neutral,0.6837629
649,3918,Neutral,0.6961244
650,3924,Neutral,0.8350941
651,3930,Neutral,0.8686816
652,3936,Neutral,0.8635687
653,3942,Neutral,0.8785701
654,3948,Neutral,0.90531677
655,3954,Neutral,0.88915056
656,3960,Neutral,0.8813759
657,3966,Neutral,0.90993875
658,3972,Neutral,0.89988524
659,3978,Neutral,0.77032554
660,3984,Neutral,0.73065263
661,3990,Neutral,0.7571795
662,3996,Neutral,0.7494252
663,4002,Neutral,0.73464525
664,4008,Neutral,0.64569783
665,4014,Neutral,0.67173004
666,4020,Neutral,0.7136294
667,4026,Neutral,0.71510416
668,4032,Neutral,0.7319949
669,4038,Neutral,0.72184175
670,4044,Neutral,0.7836195
671,4050,Neutral,0.76078665
672,4056,Neutral,0.6778913
673,4062,Neutral,0.657346
674,4068,Neutral,0.6330659
675,4074,Neutral,0.64472127
676,4080,Neutral,0.61854786
677,4086,Neutral,0.61365813
678,4092,Neutral,0.4484232
679,4098,Neutral,0.5562877
680,4104,Neutral,0.71370804
681,4110,Neutral,0.7233008
682,4116,Neutral,0.6871927
683,4122,Neutral,0.7819628
684,4128,Neutral,0.72885853
685,4134,Neutral,0.7102854
686,4140,Neutral,0.6732273
687,4146,Neutral,0.6800083
688,4152,Neutral,0.6179645
689,4158,Neutral,0.70595014
690,4164,Neutral,0.6993927
691,4170,Neutral,0.70284843
692,4176,Neutral,0.7468957
693,4182,Neutral,0.7602429
694,4188,Neutral,0.8737347
695,4194,Neutral,0.8638157
696,4200,Neutral,0.89660525
697,4206,Happy,0.53484607
698,4212,Happy,0.9965274
699,4218,Happy,0.99913675
700,4224,Happy,0.99859303
701,4230,Happy,0.99925715
702,4236,Happy,0.9990343
703,4242,Happy,0.9996247
704,4248,Happy,0.99963105
705,4254,Happy,0.99967504
706,4260,Happy,0.99962294
707,4266,Happy,0.9993218
708,4272,Happy,0.99958545
709,4278,Happy,0.99767524
710,4296,Happy,0.99018645
711,4302,Happy,0.98158413
712,4308,Happy,0.99704427
713,4314,Happy,0.9984024
714,4320,Happy,0.9728584
715,4326,Happy,0.80341095
716,4332,Neutral,0.6461506
717,4338,Neutral,0.62589175
718,4344,Neutral,0.69441104
719,4350,Neutral,0.5936459
720,4356,Neutral,0.48453084
721,4362,Neutral,0.5307999
722,4368,Sad,0.36954752
723,4374,Neutral,0.81409097
724,4380,Neutral,0.85416025
725,4386,Neutral,0.9239114
726,4392,Neutral,0.83563274
727,4398,Neutral,0.8761668
728,4404,Neutral,0.8640785
729,4410,Neutral,0.85963273
730,4416,Neutral,0.9304602
731,4422,Neutral,0.92632115
732,4428,Neutral,0.893062
733,4434,Neutral,0.9021615
734,4440,Neutral,0.8894675
735,4446,Neutral,0.9213525
736,4452,Neutral,0.8822423
737,4458,Neutral,0.9055261
738,4464,Neutral,0.67265236
739,4470,Neutral,0.68685263
740,4476,Neutral,0.67464834
741,4482,Neutral,0.47846717
742,4488,Neutral,0.72220594
743,4494,Neutral,0.85507375
744,4500,Neutral,0.8483458
745,4506,Neutral,0.8906339
746,4512,Neutral,0.8654889
747,4518,Neutral,0.87044424
748,4524,Neutral,0.8857504
749,4530,Neutral,0.8441985
750,4536,Neutral,0.68173915
751,4542,Neutral,0.84374535
752,4548,Neutral,0.8217314
753,4554,Neutral,0.86663586
754,4560,Neutral,0.7806673
755,4566,Neutral,0.71970385
756,4572,Neutral,0.83839273
757,4578,Neutral,0.7730823
758,4584,Neutral,0.69999695
759,4590,Neutral,0.80864733
760,4596,Neutral,0.7425318
761,4602,Neutral,0.69854957
762,4608,Neutral,0.85391515
763,4614,Neutral,0.8251192
764,4620,Neutral,0.7724044
765,4626,Neutral,0.58254534
766,4632,Neutral,0.6499111
767,4638,Neutral,0.7744337
768,4644,Neutral,0.70133644
769,4650,Neutral,0.64159536
770,4656,Neutral,0.8299385
771,4662,Neutral,0.88961786
772,4668,Neutral,0.7896085
773,4674,Neutral,0.6751539
774,4680,Neutral,0.67053246
775,4686,Neutral,0.57517934
776,4692,Happy,0.47518393
777,4698,Neutral,0.64534676
778,4704,Neutral,0.70665115
779,4710,Neutral,0.75063396
780,4716,Neutral,0.78424305
781,4722,Neutral,0.830131
782,4728,Neutral,0.84832805
783,4734,Neutral,0.67941666
784,4740,Neutral,0.8353741
785,4746,Neutral,0.8568129
786,4752,Neutral,0.86643565
787,4758,Neutral,0.78751594
788,4764,Neutral,0.737808
789,4770,Neutral,0.799145
790,4776,Neutral,0.7981678
791,4782,Neutral,0.84259915
792,4788,Neutral,0.83987767
793,4794,Neutral,0.8738011
794,4800,Neutral,0.878585
795,4806,Neutral,0.8278419
796,4812,Neutral,0.90724367
797,4818,Neutral,0.66934687
798,4824,Neutral,0.6690623
799,4830,Neutral,0.6989708
800,4836,Neutral,0.8130588
801,4842,Neutral,0.8386641
802,4848,Neutral,0.90490913
803,4854,Neutral,0.80613744
804,4860,Neutral,0.76829165
805,4866,Neutral,0.6318563
806,4872,Neutral,0.689341
807,4878,Neutral,0.7518492
808,4884,Neutral,0.7515061
809,4890,Neutral,0.75684726
810,4896,Neutral,0.7269406
811,4902,Neutral,0.7330207
812,4908,Neutral,0.80024725
813,4914,Neutral,0.758625
814,4920,Neutral,0.7368343
815,4926,Neutral,0.542218
816,4932,Neutral,0.6674173
817,4938,Neutral,0.46335447
818,4944,Neutral,0.6174746
819,4950,Neutral,0.76209664
820,4956,Neutral,0.75718176
821,4962,Neutral,0.78337944
822,4968,Neutral,0.8626117
823,4974,Neutral,0.8153995
824,4980,Neutral,0.7553708
825,4986,Neutral,0.76544875
826,4992,Neutral,0.6632513
827,4998,Neutral,0.534655
828,5004,Neutral,0.5737438
829,5010,Neutral,0.6277313
830,5016,Neutral,0.65527654
831,5022,Neutral,0.7557867
832,5028,Neutral,0.58193344
833,5034,Neutral,0.51393205
834,5040,Neutral,0.6185417
835,5046,Neutral,0.68219924
836,5052,Neutral,0.49826127
837,5058,Neutral,0.6056373
838,5064,Neutral,0.88399094
839,5070,Neutral,0.9004888
840,5076,Neutral,0.7554879
841,5082,Neutral,0.82811606
842,5088,Neutral,0.8509302
843,5094,Neutral,0.85406345
844,5100,Neutral,0.7249243
845,5106,Neutral,0.92914075
846,5112,Neutral,0.8909078
847,5118,Neutral,0.84357095
848,5124,Neutral,0.58306754
849,5130,Neutral,0.69644696
850,5136,Neutral,0.76111156
851,5142,Neutral,0.9106044
852,5148,Neutral,0.54380596
853,5154,Neutral,0.69349355
854,5160,Neutral,0.7069136
855,5166,Neutral,0.72348994
856,5172,Neutral,0.729639
857,5178,Neutral,0.7861025
858,5184,Happy,0.8972955
859,5190,Happy,0.91214323
860,5196,Neutral,0.4969898
861,5202,Neutral,0.8167826
862,5208,Neutral,0.9026488
863,5214,Neutral,0.8777213
864,5220,Neutral,0.77929485
865,5226,Neutral,0.8084407
866,5232,Neutral,0.83064383
867,5238,Neutral,0.7598679
868,5244,Neutral,0.7672865
869,5250,Neutral,0.71391016
870,5256,Neutral,0.72784424
871,5262,Neutral,0.79034865
872,5268,Neutral,0.6676969
873,5274,Neutral,0.8608972
874,5280,Neutral,0.9114608
875,5286,Neutral,0.8966029
876,5292,Neutral,0.88181025
877,5298,Neutral,0.88809294
878,5304,Neutral,0.9170764
879,5310,Neutral,0.88632363
880,5316,Neutral,0.9132056
881,5322,Neutral,0.76977086
882,5328,Neutral,0.8077411
883,5334,Neutral,0.5837773
884,5340,Neutral,0.567347
885,5346,Neutral,0.5527
886,5352,Neutral,0.5026249
887,5358,Neutral,0.53593403
888,5364,Neutral,0.70814705
889,5370,Neutral,0.3368184
890,5376,Neutral,0.37152997
891,5382,Neutral,0.7392943
892,5388,Neutral,0.88482267
