,frame,emotion,confidence
92,552,Neutral,0.42095417
93,558,Neutral,0.39847842
94,564,Neutral,0.5145461
95,570,Neutral,0.4261787
96,576,Neutral,0.47596937
97,582,Neutral,0.48525718
98,588,Neutral,0.43320876
99,594,Neutral,0.45211956
100,600,Neutral,0.4765909
101,606,Neutral,0.5280314
102,612,Neutral,0.53808016
103,618,Neutral,0.50825703
104,624,Neutral,0.4814414
105,630,Neutral,0.5393468
106,636,Neutral,0.54747105
107,642,Neutral,0.5657514
108,648,Neutral,0.52913725
109,654,Neutral,0.49313343
110,660,Neutral,0.50928384
111,666,Sad,0.41500762
112,672,Neutral,0.43478793
113,678,Neutral,0.40624404
114,684,Neutral,0.43277088
115,690,Neutral,0.45495665
116,696,Neutral,0.45197007
117,702,Neutral,0.48366198
118,708,Neutral,0.3845858
119,714,Neutral,0.3904119
120,720,Sad,0.42772475
121,726,Sad,0.44228318
122,732,Sad,0.44586095
123,738,Sad,0.38502845
124,744,Sad,0.43685028
125,750,Sad,0.39657027
126,756,Sad,0.42203724
127,762,Neutral,0.33895385
128,768,Neutral,0.4009169
129,774,Neutral,0.504603
130,780,Neutral,0.47811052
131,786,Sad,0.43317264
132,792,Neutral,0.47897506
133,798,Neutral,0.48857972
134,804,Neutral,0.49422234
135,810,Sad,0.40067175
136,816,Sad,0.40495208
137,822,Sad,0.39550593
138,828,Sad,0.37118912
139,834,Sad,0.37434506
140,840,Neutral,0.489609
141,846,Neutral,0.4173728
142,852,Neutral,0.44303566
143,858,Neutral,0.47848907
144,864,Neutral,0.51680154
145,870,Neutral,0.53586406
146,876,Neutral,0.5446962
147,882,Neutral,0.41178676
148,888,Sad,0.3783166
149,894,Sad,0.38140646
150,900,Neutral,0.50111675
151,906,Neutral,0.4651729
152,912,Neutral,0.45268384
153,918,Neutral,0.51774967
154,924,Neutral,0.419246
155,930,Neutral,0.46518415
156,936,Neutral,0.49976546
157,942,Neutral,0.484058
158,948,Neutral,0.5218143
159,954,Neutral,0.46628335
160,960,Neutral,0.4822747
161,966,Neutral,0.48687127
162,972,Neutral,0.5104242
163,978,Neutral,0.48425516
164,984,Neutral,0.44156262
165,990,Sad,0.47597867
166,996,Neutral,0.50062007
167,1002,Neutral,0.4952561
168,1008,Neutral,0.47703657
169,1014,Sad,0.4024965
170,1020,Neutral,0.4002011
171,1026,Neutral,0.41042495
172,1032,Neutral,0.40076596
173,1038,Neutral,0.44597483
174,1044,Neutral,0.43590155
175,1050,Neutral,0.46388608
176,1056,Neutral,0.48615453
177,1062,Neutral,0.47019312
178,1068,Sad,0.44182444
179,1074,Neutral,0.41379815
180,1080,Neutral,0.4416429
181,1086,Neutral,0.4862908
182,1092,Neutral,0.44057122
183,1098,Neutral,0.43379286
184,1104,Sad,0.40441242
185,1110,Sad,0.4237683
186,1116,Sad,0.4284929
187,1122,Sad,0.44592342
188,1128,Neutral,0.42163643
189,1134,Neutral,0.39769045
190,1140,Sad,0.3865072
191,1146,Sad,0.4155381
192,1152,Sad,0.4298633
193,1158,Sad,0.44933128
194,1164,Sad,0.4082191
195,1170,Neutral,0.45602217
196,1176,Neutral,0.50031257
197,1182,Neutral,0.47653925
198,1188,Sad,0.41417825
199,1194,Neutral,0.4527454
200,1200,Neutral,0.4406688
201,1206,Neutral,0.42795113
202,1212,Neutral,0.42255014
203,1218,Neutral,0.39589608
204,1224,Sad,0.43270975
205,1230,Neutral,0.4198163
206,1236,Neutral,0.45378363
207,1242,Neutral,0.44327974
208,1248,Neutral,0.41462696
209,1254,Neutral,0.44534376
210,1260,Neutral,0.44171748
211,1266,Neutral,0.4440768
212,1272,Neutral,0.45763615
213,1278,Sad,0.40182725
214,1284,Neutral,0.42415425
215,1290,Neutral,0.48790556
216,1296,Neutral,0.42855284
217,1302,Sad,0.42454275
218,1308,Sad,0.42836586
219,1314,Sad,0.417639
220,1320,Neutral,0.38793734
221,1326,Neutral,0.38254908
222,1332,Neutral,0.39802969
223,1338,Neutral,0.36257067
224,1344,Sad,0.4742841
225,1350,Sad,0.46002206
226,1356,Sad,0.37483686
227,1362,Neutral,0.57197744
228,1368,Neutral,0.58045083
229,1374,Neutral,0.4015757
230,1380,Sad,0.45129436
231,1386,Neutral,0.42664817
232,1392,Neutral,0.42654568
233,1398,Neutral,0.40000892
234,1404,Neutral,0.39241844
235,1410,Sad,0.3663147
236,1416,Neutral,0.38259178
237,1422,Neutral,0.35594943
238,1428,Neutral,0.3899664
239,1434,Neutral,0.41771787
240,1440,Sad,0.37433288
241,1446,Sad,0.36224172
242,1452,Sad,0.46316928
243,1458,Neutral,0.37696448
244,1464,Neutral,0.3728203
245,1470,Neutral,0.4704651
246,1476,Neutral,0.4899419
247,1482,Neutral,0.4200398
248,1488,Neutral,0.41123062
249,1494,Neutral,0.43311188
250,1500,Neutral,0.5981575
251,1506,Neutral,0.47603664
252,1512,Neutral,0.54369766
253,1518,Neutral,0.48628646
254,1524,Neutral,0.53161824
255,1530,Neutral,0.5060443
256,1536,Neutral,0.69743925
257,1542,Neutral,0.55073124
258,1548,Neutral,0.5146385
259,1554,Neutral,0.55002517
260,1560,Neutral,0.5750597
261,1566,Neutral,0.5596019
262,1572,Neutral,0.4986154
263,1578,Neutral,0.45228335
264,1584,Sad,0.3860763
265,1590,Neutral,0.4441351
266,1596,Neutral,0.42394713
267,1602,Sad,0.39664072
268,1608,Neutral,0.45570675
269,1614,Neutral,0.41502684
270,1620,Sad,0.38031137
271,1626,Sad,0.37533453
272,1632,Sad,0.3903681
273,1638,Neutral,0.41768435
274,1644,Sad,0.3820079
275,1650,Sad,0.415575
276,1656,Neutral,0.5123323
277,1662,Sad,0.39554417
278,1668,Sad,0.42204913
279,1674,Sad,0.40479246
280,1680,Sad,0.3911323
281,1686,Sad,0.45592624
282,1692,Sad,0.34580573
283,1698,Happy,0.884887
284,1704,Happy,0.98855317
285,1710,Happy,0.99105257
286,1716,Happy,0.9522677
287,1722,Happy,0.9336791
288,1728,Happy,0.96011674
289,1734,Happy,0.97841305
290,1740,Happy,0.97494215
291,1746,Happy,0.97753775
292,1752,Happy,0.9708199
293,1758,Happy,0.9452046
294,1764,Happy,0.9260603
295,1770,Sad,0.3057355
296,1776,Happy,0.3253817
297,1782,Neutral,0.35791177
298,1788,Neutral,0.4126756
299,1794,Neutral,0.4747014
300,1800,Neutral,0.55497575
301,1806,Sad,0.45203096
302,1812,Neutral,0.46985996
303,1818,Neutral,0.39461425
304,1824,Neutral,0.4170979
305,1830,Sad,0.37285885
306,1836,Neutral,0.41734627
307,1842,Neutral,0.48066857
308,1848,Neutral,0.42465156
309,1854,Neutral,0.4679115
310,1860,Neutral,0.41779914
311,1866,Neutral,0.40488538
312,1872,Neutral,0.45937654
313,1878,Neutral,0.51467824
314,1884,Neutral,0.50584465
315,1890,Neutral,0.53119874
316,1896,Neutral,0.5151484
317,1902,Neutral,0.5226983
318,1908,Neutral,0.58039415
319,1914,Neutral,0.5550423
320,1920,Neutral,0.628209
321,1926,Neutral,0.61442626
322,1932,Neutral,0.5864876
323,1938,Neutral,0.52272594
324,1944,Neutral,0.5215008
325,1950,Neutral,0.5015802
326,1956,Neutral,0.47869083
327,1962,Sad,0.40195376
328,1968,Sad,0.42127812
329,1974,Sad,0.4856655
330,1980,Sad,0.45871297
331,1986,Sad,0.4935798
332,1992,Sad,0.47451285
333,1998,Sad,0.45064184
334,2004,Sad,0.43966007
335,2010,Sad,0.41840988
336,2016,Sad,0.42470747
337,2022,Sad,0.42206395
338,2028,Sad,0.44423807
339,2034,Sad,0.4703281
340,2040,Sad,0.46573716
341,2046,Sad,0.4548914
342,2052,Sad,0.4739637
343,2058,Sad,0.48617527
344,2064,Sad,0.47147572
345,2070,Sad,0.4544815
346,2076,Sad,0.4430717
347,2082,Sad,0.46940133
348,2088,Sad,0.43169418
349,2094,Sad,0.45695707
350,2100,Sad,0.4305858
351,2106,Sad,0.445666
352,2112,Sad,0.4217193
353,2118,Sad,0.43216163
354,2124,Sad,0.4472319
355,2130,Sad,0.41148835
356,2136,Sad,0.43650153
357,2142,Sad,0.45454037
358,2148,Sad,0.5145889
359,2154,Sad,0.50956005
360,2160,Sad,0.4985133
361,2166,Sad,0.49916068
362,2172,Sad,0.48654082
363,2178,Sad,0.47847477
364,2184,Sad,0.44363573
365,2190,Sad,0.5086371
366,2196,Sad,0.48478803
367,2202,Sad,0.5220262
368,2208,Sad,0.50871956
369,2214,Sad,0.5308408
370,2220,Sad,0.5273195
371,2226,Sad,0.54784405
372,2232,Sad,0.53589183
373,2238,Sad,0.5012894
374,2244,Sad,0.57525593
375,2250,Sad,0.59845954
376,2256,Sad,0.49919456
377,2262,Sad,0.43274286
378,2268,Sad,0.3796519
379,2274,Sad,0.47803724
380,2280,Sad,0.4587104
381,2286,Sad,0.45798454
382,2292,Sad,0.5400202
383,2298,Sad,0.3893308
384,2304,Neutral,0.44142795
385,2310,Neutral,0.3975309
386,2316,Neutral,0.39332935
387,2322,Neutral,0.50705004
388,2328,Neutral,0.5684721
389,2334,Neutral,0.4807802
390,2340,Sad,0.38083297
391,2346,Sad,0.46972814
392,2352,Sad,0.47270608
393,2358,Sad,0.41795236
394,2364,Neutral,0.45869645
395,2370,Neutral,0.4508548
396,2376,Neutral,0.48613206
397,2382,Neutral,0.41607636
398,2388,Sad,0.50509006
399,2394,Neutral,0.39961207
400,2400,Sad,0.37734082
401,2406,Neutral,0.40958053
402,2412,Neutral,0.37563702
403,2418,Neutral,0.44310305
404,2424,Sad,0.3652302
405,2430,Neutral,0.40730172
406,2436,Neutral,0.5060722
407,2442,Neutral,0.4690411
408,2448,Neutral,0.46387804
409,2454,Sad,0.3623023
410,2460,Neutral,0.4321166
411,2466,Neutral,0.40552127
412,2472,Sad,0.42242587
413,2478,Sad,0.38456655
414,2484,Neutral,0.3771455
415,2490,Neutral,0.39257365
416,2496,Neutral,0.37918374
417,2502,Neutral,0.4065909
418,2508,Neutral,0.38353816
419,2514,Neutral,0.39108557
420,2520,Neutral,0.42467755
421,2526,Neutral,0.41625565
422,2532,Neutral,0.39206862
423,2538,Sad,0.3949791
424,2544,Neutral,0.42994982
425,2550,Neutral,0.38423917
426,2556,Neutral,0.4124719
427,2562,Neutral,0.3897157
428,2568,Sad,0.35844958
429,2574,Sad,0.3747462
430,2580,Sad,0.3579285
431,2586,Sad,0.36376655
432,2592,Sad,0.3618675
433,2598,Neutral,0.37232104
434,2604,Neutral,0.40176296
435,2610,Sad,0.37447655
436,2616,Sad,0.37694067
437,2622,Neutral,0.36475158
438,2628,Neutral,0.372374
439,2634,Sad,0.36247897
440,2640,Sad,0.3807763
441,2646,Sad,0.3772297
442,2652,Sad,0.39762554
443,2658,Neutral,0.36307347
444,2664,Neutral,0.4152042
445,2670,Sad,0.3545445
446,2676,Sad,0.50678945
447,2682,Sad,0.40444732
448,2688,Sad,0.3897286
449,2694,Neutral,0.41528958
450,2700,Sad,0.39916646
451,2706,Sad,0.41915593
452,2712,Neutral,0.39447147
453,2718,Sad,0.37721565
454,2724,Neutral,0.3836449
455,2730,Sad,0.37636316
456,2736,Sad,0.4294951
457,2742,Sad,0.43338877
458,2748,Sad,0.41626304
459,2754,Neutral,0.5012538
460,2760,Neutral,0.40537462
461,2766,Neutral,0.46631742
462,2772,Neutral,0.5362442
463,2778,Neutral,0.51221216
464,2784,Sad,0.40517834
465,2790,Neutral,0.41681057
466,2796,Neutral,0.40772775
467,2802,Neutral,0.39984795
468,2808,Neutral,0.41392413
469,2814,Neutral,0.42218503
470,2820,Neutral,0.43055952
471,2826,Neutral,0.3657856
472,2832,Sad,0.36179855
473,2838,Neutral,0.4496615
474,2844,Neutral,0.40280378
475,2850,Neutral,0.37601063
476,2856,Neutral,0.4023631
477,2862,Sad,0.40045783
478,2868,Sad,0.3965934
479,2874,Sad,0.4270386
480,2880,Sad,0.3887498
481,2886,Sad,0.39231348
482,2892,Sad,0.3998532
483,2898,Sad,0.4135083
484,2904,Sad,0.40293962
485,2910,Sad,0.37623295
486,2916,Sad,0.41109857
487,2922,Neutral,0.39797044
488,2928,Neutral,0.45180115
489,2934,Neutral,0.41639873
490,2940,Neutral,0.43868527
491,2946,Neutral,0.47212142
492,2952,Neutral,0.48490807
493,2958,Neutral,0.41119316
494,2964,Neutral,0.46898034
495,2970,Neutral,0.39946517
496,2976,Sad,0.3721303
497,2982,Sad,0.39871526
498,2988,Neutral,0.407287
499,2994,Neutral,0.41043153
500,3000,Neutral,0.38637936
501,3006,Neutral,0.42675385
502,3012,Neutral,0.42361736
503,3018,Sad,0.38919783
504,3024,Sad,0.39922044
505,3030,Sad,0.42088896
506,3036,Sad,0.43032843
507,3042,Sad,0.40809155
508,3048,Sad,0.41116786
509,3054,Sad,0.39981782
510,3060,Sad,0.40864834
511,3066,Sad,0.40331665
512,3072,Sad,0.41647434
513,3078,Sad,0.3967612
514,3084,Sad,0.41138813
515,3090,Sad,0.40684146
516,3096,Sad,0.43031126
517,3102,Sad,0.42022428
518,3108,Sad,0.52063304
519,3114,Sad,0.4308692
520,3120,Sad,0.42661825
521,3126,Sad,0.43353567
522,3132,Sad,0.45368198
523,3138,Sad,0.43741876
524,3144,Sad,0.44409522
525,3150,Sad,0.36414152
526,3156,Sad,0.4397574
527,3162,Sad,0.4410959
528,3168,Sad,0.3890575
529,3174,Sad,0.42439127
530,3180,Sad,0.42749232
531,3186,Sad,0.43031466
532,3192,Sad,0.47051495
533,3198,Sad,0.47442392
534,3204,Sad,0.46944606
535,3210,Neutral,0.47267815
536,3216,Sad,0.39183068
537,3222,Sad,0.45299983
538,3228,Neutral,0.46451765
539,3234,Neutral,0.5337455
540,3246,Neutral,0.41613623
541,3252,Neutral,0.4087277
542,3258,Sad,0.39690447
543,3270,Sad,0.40144107
544,3276,Neutral,0.5036236
545,3282,Sad,0.4281265
546,3288,Neutral,0.3945058
547,3294,Neutral,0.33984867
548,3300,Neutral,0.39134362
549,3306,Neutral,0.43816185
550,3312,Sad,0.35477665
551,3318,Neutral,0.34475428
552,3324,Sad,0.41266647
553,3330,Neutral,0.38335872
554,3336,Sad,0.4232097
555,3342,Sad,0.4570845
556,3348,Sad,0.41456375
557,3354,Sad,0.43838447
558,3360,Sad,0.4163731
559,3366,Sad,0.44186765
560,3372,Sad,0.49055097
561,3378,Sad,0.4380428
562,3384,Sad,0.4231086
563,3390,Sad,0.41240528
564,3396,Sad,0.41593295
565,3402,Sad,0.44286078
566,3408,Sad,0.50330913
567,3414,Sad,0.43294257
568,3420,Sad,0.42868704
569,3426,Sad,0.4618109
570,3432,Sad,0.53743005
571,3438,Sad,0.46194443
572,3444,Sad,0.48043942
573,3450,Sad,0.43834445
574,3456,Sad,0.43707532
575,3462,Sad,0.46962506
576,3468,Sad,0.47206664
577,3474,Sad,0.45802826
578,3480,Sad,0.45904362
579,3486,Sad,0.46703485
580,3492,Sad,0.44465715
581,3498,Sad,0.48042464
582,3504,Sad,0.47292536
583,3510,Sad,0.47895777
584,3516,Sad,0.46142364
585,3522,Sad,0.45673504
586,3528,Sad,0.48326033
587,3534,Sad,0.44291088
588,3540,Sad,0.4360197
589,3546,Sad,0.4486236
590,3552,Sad,0.46132076
591,3558,Sad,0.46756354
592,3564,Sad,0.46611747
593,3570,Sad,0.45463562
594,3576,Sad,0.48803625
595,3582,Sad,0.46735156
596,3588,Sad,0.47819355
597,3594,Sad,0.4910984
598,3600,Sad,0.46971652
599,3606,Sad,0.4674164
600,3612,Sad,0.46337083
601,3618,Sad,0.44864884
602,3624,Sad,0.43188742
603,3630,Sad,0.46061668
604,3636,Sad,0.44621456
605,3642,Sad,0.4551646
606,3648,Sad,0.4496372
607,3654,Sad,0.48642424
608,3660,Sad,0.42517877
609,3666,Sad,0.44713292
610,3672,Sad,0.45500624
611,3678,Sad,0.41906226
612,3684,Sad,0.4400523
613,3690,Sad,0.4399521
614,3696,Sad,0.44036993
615,3702,Sad,0.44596288
616,3708,Sad,0.43710718
617,3714,Sad,0.5163458
618,3720,Sad,0.46649083
619,3726,Sad,0.4521348
620,3732,Sad,0.42861414
621,3738,Sad,0.46766943
622,3744,Sad,0.46025723
623,3750,Sad,0.4536991
624,3756,Sad,0.43225577
625,3762,Sad,0.42174584
626,3768,Sad,0.43725434
627,3774,Sad,0.45592272
628,3780,Sad,0.46880028
629,3786,Sad,0.41988584
630,3792,Sad,0.45260587
631,3798,Sad,0.48773524
632,3804,Sad,0.45607582
633,3810,Sad,0.44458145
634,3816,Sad,0.45488605
635,3822,Sad,0.44562545
636,3828,Sad,0.44322002
637,3834,Sad,0.426239
638,3840,Sad,0.4215612
639,3846,Sad,0.45256191
640,3852,Sad,0.46358708
641,3858,Sad,0.46266633
642,3864,Sad,0.44576773
643,3870,Sad,0.4046838
644,3876,Sad,0.4102722
645,3882,Sad,0.4232228
646,3888,Sad,0.43892407
647,3894,Sad,0.41416168
648,3900,Sad,0.49633774
649,3906,Sad,0.4956129
650,3912,Sad,0.5025852
651,3918,Sad,0.48487997
652,3924,Sad,0.42940462
653,3930,Sad,0.44634765
654,3936,Sad,0.4589199
655,3942,Sad,0.41674998
656,3948,Sad,0.44433177
657,3954,Sad,0.41635403
658,3960,Sad,0.4402535
659,3966,Sad,0.4486581
660,3972,Sad,0.43055606
661,3978,Sad,0.45994034
662,3984,Sad,0.41901922
663,3990,Sad,0.42211527
664,3996,Neutral,0.41368082
665,4002,Neutral,0.38092124
666,4008,Happy,0.48541364
667,4014,Happy,0.5087438
668,4020,Happy,0.57297945
669,4026,Happy,0.63286644
670,4032,Happy,0.57098204
671,4038,Happy,0.60632104
672,4044,Happy,0.57077056
673,4050,Happy,0.5811943
674,4056,Happy,0.7176511
675,4062,Happy,0.95084345
676,4068,Happy,0.97610086
677,4074,Happy,0.9660719
678,4080,Happy,0.9653504
679,4086,Happy,0.9411286
680,4092,Happy,0.9870766
681,4098,Happy,0.98920256
682,4104,Happy,0.97687966
683,4110,Happy,0.9558415
684,4116,Happy,0.9627815
685,4122,Happy,0.9749043
686,4128,Happy,0.95431006
687,4134,Happy,0.967865
688,4140,Happy,0.9613427
689,4146,Happy,0.9316795
690,4152,Happy,0.92360365
691,4158,Happy,0.9066166
692,4164,Happy,0.79716635
693,4170,Happy,0.7451349
694,4176,Happy,0.6795295
695,4182,Happy,0.37217897
696,4188,Happy,0.39249736
697,4194,Happy,0.38139412
698,4200,Sad,0.36709332
699,4206,Sad,0.46716827
700,4212,Sad,0.4498206
701,4218,Neutral,0.45965993
702,4224,Neutral,0.3777951
703,4230,Happy,0.56404763
704,4236,Happy,0.42568922
705,4242,Happy,0.4183831
706,4248,Neutral,0.34456939
707,4254,Neutral,0.46550456
708,4260,Neutral,0.405931
709,4266,Neutral,0.39074108
710,4272,Neutral,0.50401527
711,4278,Neutral,0.55019426
712,4284,Neutral,0.51504856
713,4290,Neutral,0.5461469
714,4296,Neutral,0.38622433
715,4302,Neutral,0.42106262
716,4308,Neutral,0.41219586
717,4314,Neutral,0.5280299
718,4320,Neutral,0.60800314
719,4326,Neutral,0.5272048
720,4332,Neutral,0.49229792
721,4338,Neutral,0.50634253
722,4344,Neutral,0.5012737
723,4350,Neutral,0.52572995
724,4356,Neutral,0.5506393
725,4362,Neutral,0.46776512
726,4368,Sad,0.40696877
727,4374,Neutral,0.4528404
728,4380,Neutral,0.47807696
729,4386,Sad,0.44196597
730,4392,Sad,0.61562407
731,4398,Sad,0.4545676
732,4404,Neutral,0.4241532
733,4410,Neutral,0.45726275
734,4416,Neutral,0.44779646
735,4422,Neutral,0.40135077
736,4428,Sad,0.45256925
737,4434,Sad,0.46601132
738,4440,Sad,0.43903428
739,4446,Neutral,0.4726494
740,4452,Neutral,0.46037132
741,4458,Sad,0.4554
742,4464,Sad,0.4545179
743,4470,Sad,0.39058286
744,4476,Sad,0.40507498
745,4482,Sad,0.42871135
746,4488,Sad,0.41034648
747,4494,Sad,0.51120406
748,4500,Sad,0.42770416
749,4506,Neutral,0.5120015
750,4512,Neutral,0.40825936
751,4518,Neutral,0.42315894
752,4524,Neutral,0.44024497
753,4530,Neutral,0.45182928
754,4536,Neutral,0.43998367
755,4542,Neutral,0.40185866
756,4548,Neutral,0.4520292
757,4554,Neutral,0.49248156
758,4560,Sad,0.39719844
759,4566,Neutral,0.44571555
760,4572,Neutral,0.4767481
761,4578,Sad,0.41860607
762,4584,Sad,0.501345
763,4590,Sad,0.43933892
764,4596,Sad,0.48287722
765,4602,Sad,0.44032782
766,4608,Sad,0.49447978
767,4614,Sad,0.4110894
768,4620,Sad,0.49517363
769,4626,Sad,0.49530485
770,4632,Sad,0.48245054
771,4638,Sad,0.510126
772,4644,Sad,0.4813309
773,4650,Sad,0.46443078
774,4656,Sad,0.44546872
775,4662,Sad,0.44419196
776,4668,Neutral,0.4271637
777,4674,Sad,0.38376978
778,4680,Neutral,0.42433462
779,4686,Neutral,0.5296663
780,4692,Neutral,0.6408677
781,4698,Neutral,0.4972534
782,4704,Neutral,0.533669
783,4710,Neutral,0.50163853
784,4716,Neutral,0.6205979
785,4722,Neutral,0.48502246
786,4728,Neutral,0.42324328
787,4734,Neutral,0.5813365
788,4740,Neutral,0.57322353
789,4746,Neutral,0.54049224
790,4752,Neutral,0.46310905
791,4758,Neutral,0.4485102
792,4764,Sad,0.54655975
793,4770,Neutral,0.46968806
794,4776,Neutral,0.6650917
795,4782,Sad,0.43750194
796,4788,Neutral,0.48848197
797,4794,Sad,0.5198956
798,4800,Sad,0.46003816
799,4806,Neutral,0.60004306
800,4812,Neutral,0.40162045
801,4818,Neutral,0.52549505
802,4824,Neutral,0.5512979
803,4830,Neutral,0.55952233
804,4836,Neutral,0.5190042
805,4842,Neutral,0.5308442
806,4848,Neutral,0.5670067
807,4854,Neutral,0.49873263
808,4860,Neutral,0.55739033
809,4866,Neutral,0.48876664
810,4872,Neutral,0.50873476
811,4878,Neutral,0.5338253
812,4884,Neutral,0.5315372
813,4890,Neutral,0.48374045
814,4896,Neutral,0.55474263
815,4902,Neutral,0.52299356
816,4908,Neutral,0.50974995
817,4914,Neutral,0.47427163
818,4920,Sad,0.5067896
819,4926,Neutral,0.476008
820,4932,Sad,0.5152098
821,4938,Neutral,0.46469262
822,4944,Neutral,0.47705242
823,4950,Neutral,0.4989045
824,4956,Neutral,0.5202705
825,4962,Neutral,0.5568149
826,4968,Neutral,0.53441584
827,4974,Neutral,0.47925395
828,4980,Sad,0.57985586
829,4986,Sad,0.48730564
830,4992,Sad,0.55421627
831,4998,Sad,0.47037697
832,5004,Sad,0.442287
833,5010,Neutral,0.48512113
834,5016,Neutral,0.53541934
835,5022,Neutral,0.54298127
836,5028,Neutral,0.613013
837,5034,Sad,0.410021
838,5040,Neutral,0.5053634
839,5046,Neutral,0.53770214
840,5052,Sad,0.42877242
841,5058,Sad,0.44297668
842,5064,Sad,0.40089276
843,5070,Neutral,0.31041038
844,5076,Sad,0.45816696
845,5082,Neutral,0.3882223
846,5088,Sad,0.38876384
847,5100,Angry,0.35327798
848,5106,Neutral,0.49806848
849,5112,Neutral,0.3657508
850,5118,Sad,0.3893228
851,5124,Sad,0.3713949
852,5130,Sad,0.41118905
853,5136,Sad,0.36002746
854,5142,Sad,0.42231476
855,5148,Sad,0.43126178
856,5154,Sad,0.41872317
857,5160,Sad,0.37837228
858,5166,Neutral,0.41621315
859,5172,Sad,0.3910377
860,5178,Sad,0.37981442
861,5184,Sad,0.37013
862,5190,Sad,0.38326192
863,5196,Neutral,0.47619876
864,5202,Sad,0.3501493
865,5208,Neutral,0.44718754
866,5214,Sad,0.37798277
867,5220,Sad,0.39610752
868,5226,Sad,0.37784052
869,5232,Neutral,0.39260346
870,5238,Sad,0.37378854
871,5244,Sad,0.411761
872,5250,Sad,0.38470632
873,5256,Sad,0.38434455
874,5262,Neutral,0.3768704
875,5268,Neutral,0.45121843
876,5274,Neutral,0.382678
877,5280,Sad,0.37813708
878,5286,Neutral,0.37980962
879,5292,Sad,0.43438548
880,5298,Sad,0.43575513
881,5304,Neutral,0.42925557
882,5310,Sad,0.38090762
883,5316,Sad,0.39583865
884,5322,Sad,0.38707182
885,5328,Sad,0.38842487
886,5334,Sad,0.42039374
887,5340,Sad,0.4273066
888,5346,Sad,0.37357697
889,5352,Sad,0.41178638
890,5358,Sad,0.378647
891,5364,Sad,0.3821098
892,5370,Sad,0.3738831
893,5376,Neutral,0.4322038
894,5382,Neutral,0.48800468
895,5388,Sad,0.38938734
896,5394,Sad,0.39760116
897,5400,Neutral,0.3832816
898,5406,Neutral,0.4841103
899,5412,Sad,0.37448063
900,5418,Neutral,0.36363408
901,5424,Sad,0.4341973
902,5430,Neutral,0.39110982
903,5436,Neutral,0.42148748
904,5442,Neutral,0.42489153
905,5448,Neutral,0.42902836
906,5454,Sad,0.37714016
907,5460,Neutral,0.37071186
908,5466,Sad,0.49091396
909,5472,Sad,0.4821795
910,5478,Neutral,0.4788265
911,5484,Neutral,0.5600018
912,5490,Neutral,0.5371355
913,5496,Neutral,0.50086844
